n;rounds;time
100;23;0.000019417
100;20;0.000019336
100;22;0.000019297
100;22;0.000019396
100;21;0.000019377
100;18;0.000019386
100;21;0.000019006
100;20;0.000019797
100;17;0.000019937
100;20;0.000019506
100;25;0.000022162
100;29;0.000021731
100;25;0.00002121
100;26;0.000020779
100;19;0.000020248
100;26;0.000020469
100;23;0.000020087
100;20;0.000020298
100;21;0.000019847
100;22;0.000020659
100;26;0.000020348
100;27;0.000020478
100;20;0.000020197
100;22;0.000020067
100;22;0.000040416
100;25;0.000022342
100;26;0.000020048
100;19;0.000019667
100;25;0.000020188
100;18;0.000019877
100;21;0.000019828
100;26;0.000020368
100;20;0.000019497
100;20;0.000020188
100;20;0.000020077
100;26;0.000020218
100;17;0.000019798
100;18;0.000019536
100;25;0.000020218
100;19;0.000019587
100;21;0.00002126
100;20;0.000020989
100;22;0.000020859
100;18;0.000020749
100;18;0.000019697
100;18;0.000019857
100;20;0.000020428
100;21;0.000020198
100;18;0.000019938
100;18;0.000019627
100;22;0.000019957
100;23;0.000019818
100;19;0.000019747
100;20;0.000019226
100;20;0.000019537
100;19;0.000019166
100;21;0.000034685
100;16;0.000020368
100;21;0.000020399
100;23;0.000019947
100;20;0.000019637
100;20;0.000019857
100;17;0.000019296
100;20;0.000019266
100;23;0.000019386
100;19;0.000019376
100;16;0.000019096
100;20;0.000019186
100;21;0.000019747
100;18;0.000019647
100;25;0.000022251
100;20;0.00002127
100;24;0.00002091
100;23;0.000020558
100;21;0.000020168
100;17;0.000019727
100;25;0.000020138
100;24;0.000020108
100;19;0.000019457
100;25;0.000019787
100;20;0.000019747
100;24;0.000019727
100;22;0.000020238
100;23;0.000020178
100;18;0.000019106
