n;rounds;time
100;22;0.000021029
100;25;0.000019527
100;23;0.000020539
100;18;0.000019566
100;23;0.000019778
100;21;0.000019176
100;22;0.000019436
100;18;0.000018876
100;20;0.000019426
100;24;0.000019747
100;23;0.000019126
100;30;0.000019707
100;20;0.000018635
100;21;0.000018715
100;24;0.000019787
100;19;0.000018996
100;20;0.000019807
100;22;0.000019026
100;22;0.000019146
100;20;0.000019015
100;19;0.000032491
100;26;0.000021069
100;27;0.000019677
100;22;0.000019487
100;24;0.000018986
100;22;0.000019456
100;25;0.000019477
100;28;0.000019346
100;22;0.000018365
100;20;0.000022482
100;16;0.00002127
100;18;0.000020539
100;19;0.000020188
100;19;0.000020208
100;21;0.000020138
100;21;0.000019647
100;18;0.000019426
100;21;0.000020218
100;24;0.000020158
100;21;0.000019547
100;24;0.000020408
100;24;0.000019217
100;19;0.000019586
100;20;0.000019677
100;20;0.000019657
100;25;0.000019547
100;25;0.000020088
100;18;0.000019386
100;21;0.000019166
100;24;0.000019627
100;18;0.000019407
100;18;0.000019737
100;16;0.000018916
100;16;0.000033432
100;23;0.000020659
100;20;0.000019968
100;19;0.000019486
100;24;0.000020479
100;21;0.000020048
100;20;0.000021099
100;23;0.00002098
100;22;0.000020849
100;17;0.000019907
100;20;0.000020108
100;22;0.000020188
100;19;0.000019727
100;19;0.000020198
100;22;0.000019256
100;20;0.000022291
100;25;0.000022092
100;23;0.000019527
100;27;0.000019056
100;24;0.000019596
100;22;0.000019758
100;23;0.000019376
100;18;0.000019236
100;22;0.000019447
100;18;0.000019306
100;18;0.000019527
100;24;0.000019517
100;23;0.000019436
100;21;0.000019096
100;19;0.000019116
100;22;0.000019637
100;17;0.000019186
100;25;0.000033242
100;20;0.000020849
100;17;0.000019226
100;20;0.000020348
100;22;0.000022782
100;21;0.00002123
100;26;0.00002134
100;28;0.00002112
100;21;0.000020008
100;23;0.000019867
100;23;0.000020188
100;23;0.000019447
100;26;0.000020027
100;27;0.000020018
100;28;0.000020008
100;24;0.000019536
100;24;0.000019547
100;22;0.000019106
100;29;0.000020459
100;22;0.000019937
100;27;0.000020028
100;21;0.000019657
100;29;0.000019797
100;25;0.000019977
100;24;0.000019456
100;25;0.000019938
100;25;0.000019576
100;28;0.000020058
100;19;0.000019437
100;23;0.000019246
100;25;0.000019837
100;22;0.000031399
100;22;0.000020779
100;20;0.000019647
100;20;0.000022331
100;20;0.00002139
100;22;0.000020378
100;21;0.000019948
100;21;0.000019807
100;22;0.000020038
100;21;0.000019366
100;26;0.000020288
100;22;0.000019457
100;23;0.000019396
100;21;0.000018966
100;22;0.000020759
100;24;0.000022482
100;23;0.000019547
100;24;0.000019417
100;27;0.000019596
100;23;0.000019778
100;24;0.000019196
100;20;0.000019086
100;18;0.000018655
100;26;0.000019066
100;22;0.000019256
100;23;0.000018925
100;23;0.000019457
100;25;0.000018896
100;22;0.000018815
100;23;0.000018845
100;19;0.000018716
100;23;0.000018825
100;22;0.000032421
100;22;0.0000214
100;18;0.0000212
100;26;0.000021099
100;23;0.000020288
100;19;0.000020027
100;22;0.000019968
100;18;0.000019657
100;20;0.000019076
100;17;0.000019837
100;23;0.000020238
100;19;0.000019567
100;21;0.000019867
100;15;0.000019267
100;23;0.000019777
100;21;0.000019707
100;19;0.00002111
100;21;0.000022041
100;24;0.000019266
100;22;0.000019657
100;17;0.000018856
100;22;0.000019156
100;16;0.000019767
100;16;0.000018996
100;19;0.000019266
100;24;0.000019306
100;17;0.000019176
100;21;0.000019407
100;24;0.000019416
100;21;0.000019427
100;23;0.000019006
100;24;0.000024726
100;22;0.00002125
100;27;0.00002106
100;22;0.000019797
100;23;0.000020699
100;25;0.000020358
100;25;0.000020479
100;26;0.000020248
100;23;0.000019877
100;21;0.000019136
100;25;0.000019387
100;25;0.000020187
100;24;0.000019426
100;21;0.000020038
100;20;0.000019847
100;21;0.000019316
100;26;0.000022382
100;20;0.0000218
100;25;0.000019536
100;24;0.000019777
100;26;0.000019827
100;25;0.000019657
100;25;0.000019857
100;23;0.000019557
100;22;0.000020418
100;23;0.000019747
100;22;0.000019657
100;27;0.000019958
100;20;0.000019787
100;23;0.000019627
100;22;0.000023615
100;23;0.000021851
100;20;0.00002129
100;22;0.000020899
100;18;0.000019747
100;19;0.000020278
100;23;0.000020509
100;26;0.000019947
100;23;0.000019827
100;25;0.000019727
100;21;0.000018845
100;21;0.000019497
100;24;0.000019126
100;23;0.000019547
100;21;0.000020017
100;23;0.000019727
100;19;0.000019236
100;22;0.000019526
100;20;0.000019126
100;21;0.000020048
100;19;0.000019326
